,peak width,peak height,z-normalized peak width,z-normalized peak height
0,16.0,0.002999999999999975,-0.16511500578701446,-0.3347063175938893
1,16.0,0.002999999999999975,-0.16511500578701446,-0.3347063175938893
2,16.0,0.002999999999999975,-0.16511500578701446,-0.3347063175938893
3,15.0,0.0010000000000000286,-0.3304517540457047,-0.5954032116760639
4,15.0,0.0010000000000000286,-0.3304517540457047,-0.5954032116760639
5,15.0,0.0010000000000000286,-0.3304517540457047,-0.5954032116760639
6,15.0,0.0010000000000000286,-0.3304517540457047,-0.5954032116760639
7,15.0,0.0010000000000000286,-0.3304517540457047,-0.5954032116760639
8,15.0,0.0010000000000000286,-0.3304517540457047,-0.5954032116760639
9,15.0,0.0010000000000000286,-0.3304517540457047,-0.5954032116760639
10,15.0,0.0010000000000000286,-0.3304517540457047,-0.5954032116760639
11,15.0,0.0010000000000000286,-0.3304517540457047,-0.5954032116760639
12,8.0,0.0009999999999998621,-1.4878089918565365,-0.5954032116760857
13,8.0,0.0009999999999998621,-1.4878089918565365,-0.5954032116760857
14,8.0,0.0009999999999998621,-1.4878089918565365,-0.5954032116760857
15,8.0,0.0009999999999998621,-1.4878089918565365,-0.5954032116760857
16,9.0,0.0019999999999997797,-1.3224722435978462,-0.46505476463500556
17,11.0,0.0019999999999997797,-0.9917987470804657,-0.46505476463500556
18,11.0,0.0019999999999997797,-0.9917987470804657,-0.46505476463500556
19,11.0,0.000999999999999751,-0.9917987470804657,-0.5954032116761001
20,11.0,0.000999999999999751,-0.9917987470804657,-0.5954032116761001
21,11.0,0.000999999999999751,-0.9917987470804657,-0.5954032116761001
22,11.0,0.000999999999999751,-0.9917987470804657,-0.5954032116761001
23,11.0,0.000999999999999751,-0.9917987470804657,-0.5954032116761001
24,10.0,0.005999999999999894,-1.157135495339156,0.05633902352937269
25,10.0,0.005999999999999894,-1.157135495339156,0.05633902352937269
26,10.0,0.005999999999999894,-1.157135495339156,0.05633902352937269
27,10.0,0.012999999999999873,-1.157135495339156,0.9687781528170057
28,10.0,0.012999999999999873,-1.157135495339156,0.9687781528170057
29,10.0,0.0050000000000000044,-1.157135495339156,-0.07400942351170378
30,10.0,0.0050000000000000044,-1.157135495339156,-0.07400942351170378
31,10.0,0.0050000000000000044,-1.157135495339156,-0.07400942351170378
32,10.0,0.0050000000000000044,-1.157135495339156,-0.07400942351170378
33,22.0,0.005000000000000032,0.826905483765127,-0.07400942351170017
34,22.0,0.005000000000000032,0.826905483765127,-0.07400942351170017
35,22.0,0.005000000000000032,0.826905483765127,-0.07400942351170017
36,23.0,0.009000000000000008,0.9922422320238172,0.44738436465266
37,23.0,0.009000000000000008,0.9922422320238172,0.44738436465266
38,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
39,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
40,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
41,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
42,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
43,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
44,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
45,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
46,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
47,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
48,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
49,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
50,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
51,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
52,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
53,24.0,0.009000000000000064,1.1575789802825074,0.44738436465266723
54,11.0,0.002999999999999961,-0.9917987470804657,-0.33470631759389113
55,11.0,0.002999999999999961,-0.9917987470804657,-0.33470631759389113
56,11.0,0.002999999999999961,-0.9917987470804657,-0.33470631759389113
57,11.0,0.002999999999999961,-0.9917987470804657,-0.33470631759389113
58,11.0,0.002999999999999961,-0.9917987470804657,-0.33470631759389113
59,11.0,0.002999999999999961,-0.9917987470804657,-0.33470631759389113
60,11.0,0.002999999999999961,-0.9917987470804657,-0.33470631759389113
61,12.0,0.0030000000000001137,-0.8264619988217754,-0.3347063175938712
62,12.0,0.0030000000000001137,-0.8264619988217754,-0.3347063175938712
63,12.0,0.0030000000000001137,-0.8264619988217754,-0.3347063175938712
64,12.0,9.71445146547012e-17,-0.8264619988217754,-0.7257516587171459
65,12.0,9.71445146547012e-17,-0.8264619988217754,-0.7257516587171459
66,12.0,9.71445146547012e-17,-0.8264619988217754,-0.7257516587171459
67,12.0,9.71445146547012e-17,-0.8264619988217754,-0.7257516587171459
68,12.0,0.012000000000000038,-0.8264619988217754,0.8384297057759365
69,12.0,0.012000000000000038,-0.8264619988217754,0.8384297057759365
70,12.0,0.012000000000000038,-0.8264619988217754,0.8384297057759365
71,12.0,0.012000000000000038,-0.8264619988217754,0.8384297057759365
72,10.0,0.016,-1.157135495339156,1.359823493940295
73,10.0,0.016,-1.157135495339156,1.359823493940295
74,10.0,0.016,-1.157135495339156,1.359823493940295
75,12.0,0.014999999999999986,-0.8264619988217754,1.2294750468992022
76,12.0,0.014999999999999986,-0.8264619988217754,1.2294750468992022
77,12.0,0.014999999999999986,-0.8264619988217754,1.2294750468992022
78,12.0,0.014999999999999986,-0.8264619988217754,1.2294750468992022
79,10.0,0.013000000000000025,-1.157135495339156,0.9687781528170256
80,10.0,0.013000000000000025,-1.157135495339156,0.9687781528170256
81,10.0,2.7755575615628914e-17,-1.157135495339156,-0.7257516587171549
82,10.0,2.7755575615628914e-17,-1.157135495339156,-0.7257516587171549
83,10.0,2.7755575615628914e-17,-1.157135495339156,-0.7257516587171549
84,10.0,2.7755575615628914e-17,-1.157135495339156,-0.7257516587171549
85,10.0,2.7755575615628914e-17,-1.157135495339156,-0.7257516587171549
86,8.0,0.0020000000000000157,-1.4878089918565365,-0.4650547646349748
87,8.0,0.0020000000000000157,-1.4878089918565365,-0.4650547646349748
88,7.0,0.0010000000000000842,-1.6531457401152265,-0.5954032116760567
89,7.0,0.0010000000000000842,-1.6531457401152265,-0.5954032116760567
90,7.0,5.551115123125783e-17,-1.6531457401152265,-0.7257516587171513
91,7.0,5.551115123125783e-17,-1.6531457401152265,-0.7257516587171513
92,7.0,5.551115123125783e-17,-1.6531457401152265,-0.7257516587171513
93,5.0,5.551115123125783e-17,-1.983819236632607,-0.7257516587171513
94,12.0,5.551115123125783e-17,-0.8264619988217754,-0.7257516587171513
95,12.0,5.551115123125783e-17,-0.8264619988217754,-0.7257516587171513
96,12.0,0.0020000000000000018,-0.8264619988217754,-0.46505476463497664
97,13.0,0.0019999999999999463,-0.6611252505630851,-0.46505476463498385
98,13.0,0.0019999999999999463,-0.6611252505630851,-0.46505476463498385
99,13.0,0.0019999999999999463,-0.6611252505630851,-0.46505476463498385
100,13.0,0.0019999999999999463,-0.6611252505630851,-0.46505476463498385
101,13.0,0.0019999999999999463,-0.6611252505630851,-0.46505476463498385
102,13.0,0.0019999999999999463,-0.6611252505630851,-0.46505476463498385
103,13.0,0.0019999999999999463,-0.6611252505630851,-0.46505476463498385
