0.000000,-5.076321e-01
0.010000,-6.303212e-01
0.020000,-7.035918e-01
0.030000,-7.076809e-01
0.040000,-6.726516e-01
0.050000,-6.209862e-01
0.060000,-5.870461e-01
0.070000,-5.520666e-01
0.080000,-4.802972e-01
0.090000,-4.431031e-01
0.100000,-4.864017e-01
0.110000,-5.423498e-01
0.120000,-5.582993e-01
0.130000,-5.502746e-01
0.140000,-5.475366e-01
0.150000,-5.975761e-01
0.160000,-6.436638e-01
0.170000,-7.093176e-01
0.180000,-7.413994e-01
0.190000,-7.425283e-01
0.200000,-7.541823e-01
0.210000,-7.451884e-01
0.220000,-7.245492e-01
0.230000,-7.079116e-01
0.240000,-6.901057e-01
0.250000,-6.477730e-01
0.260000,-6.225880e-01
0.270000,-6.413825e-01
0.280000,-6.592858e-01
0.290000,-6.615871e-01
0.300000,-6.847731e-01
0.310000,-7.084215e-01
0.320000,-7.163619e-01
0.330000,-7.263264e-01
0.340000,-7.596284e-01
0.350000,-8.191450e-01
0.360000,-8.296018e-01
0.370000,-8.176914e-01
0.380000,-8.250901e-01
0.390000,-8.278938e-01
0.400000,-7.940980e-01
0.410000,-7.441237e-01
0.420000,-7.301761e-01
0.430000,-7.527590e-01
0.440000,-7.697838e-01
0.450000,-7.577967e-01
0.460000,-7.773973e-01
0.470000,-8.042912e-01
0.480000,-7.829838e-01
0.490000,-7.399403e-01
0.500000,-7.316858e-01
0.510000,-7.446739e-01
0.520000,-7.751989e-01
0.530000,-7.740699e-01
0.540000,-7.946515e-01
0.550000,-8.139647e-01
0.560000,-8.596718e-01
0.570000,-9.139774e-01
0.580000,-9.455479e-01
0.590000,-9.389860e-01
0.600000,-9.088320e-01
0.610000,-8.651856e-01
0.620000,-8.256911e-01
0.630000,-8.187302e-01
0.640000,-8.329632e-01
0.650000,-8.474657e-01
0.660000,-8.726010e-01
0.670000,-8.831165e-01
0.680000,-8.749570e-01
0.690000,-8.811625e-01
0.700000,-8.524927e-01
0.710000,-8.089307e-01
0.720000,-7.820491e-01
0.730000,-7.828099e-01
0.740000,-8.203424e-01
0.750000,-8.630045e-01
0.760000,-8.731375e-01
0.770000,-8.598178e-01
0.780000,-7.987041e-01
0.790000,-7.450953e-01
0.800000,-7.122521e-01
0.810000,-7.325813e-01
0.820000,-7.856488e-01
0.830000,-8.166004e-01
0.840000,-8.023220e-01
0.850000,-7.461469e-01
0.860000,-7.058420e-01
0.870000,-7.346984e-01
0.880000,-7.852054e-01
0.890000,-8.152255e-01
0.900000,-8.329321e-01
0.910000,-8.319100e-01
0.920000,-8.235418e-01
0.930000,-8.268057e-01
0.940000,-8.141559e-01
0.950000,-8.033779e-01
0.960000,-8.222233e-01
0.970000,-8.484111e-01
0.980000,-8.449103e-01
0.990000,-8.334258e-01
1.000000,-8.364967e-01
1.010000,-8.151673e-01
1.020000,-8.355516e-01
1.030000,-8.831739e-01
1.040000,-9.027284e-01
1.050000,-8.884069e-01
1.060000,-8.658042e-01
1.070000,-8.824192e-01
1.080000,-8.360051e-01
1.090000,-7.682039e-01
1.100000,-7.050785e-01
1.110000,-6.422659e-01
1.120000,-6.100666e-01
1.130000,-6.191656e-01
1.140000,-6.870288e-01
1.150000,-7.053497e-01
1.160000,-6.889385e-01
1.170000,-6.801182e-01
1.180000,-6.958305e-01
1.190000,-7.432789e-01
1.200000,-7.808397e-01
1.210000,-7.840185e-01
1.220000,-7.467809e-01
1.230000,-7.420263e-01
1.240000,-7.393445e-01
1.250000,-7.144631e-01
1.260000,-6.932806e-01
1.270000,-6.866863e-01
1.280000,-7.116164e-01
1.290000,-7.606852e-01
1.300000,-7.456720e-01
1.310000,-7.646676e-01
1.320000,-7.353815e-01
1.330000,-6.808659e-01
1.340000,-6.874002e-01
1.350000,-6.847120e-01
1.360000,-6.775900e-01
1.370000,-6.721376e-01
1.380000,-6.964884e-01
1.390000,-7.381411e-01
1.400000,-7.301821e-01
1.410000,-7.158285e-01
1.420000,-7.617177e-01
1.430000,-7.863805e-01
1.440000,-7.402806e-01
1.450000,-6.707171e-01
1.460000,-6.125398e-01
1.470000,-5.629587e-01
1.480000,-4.804648e-01
1.490000,-4.245414e-01
1.500000,-3.920635e-01
1.510000,-3.855368e-01
1.520000,-4.006301e-01
1.530000,-4.563737e-01
1.540000,-4.821707e-01
1.550000,-4.906236e-01
1.560000,-4.954290e-01
1.570000,-4.949529e-01
1.580000,-5.201990e-01
1.590000,-5.594158e-01
1.600000,-5.726950e-01
1.610000,-5.742651e-01
1.620000,-5.686288e-01
1.630000,-5.170276e-01
1.640000,-5.168063e-01
1.650000,-5.772517e-01
1.660000,-5.801512e-01
1.670000,-5.453051e-01
1.680000,-4.733225e-01
1.690000,-3.111378e-01
1.700000,1.980677e-02
1.710000,3.234563e-01
1.720000,3.911945e-01
1.730000,3.137531e-01
1.740000,2.190237e-01
1.750000,4.373709e-02
1.760000,-1.589280e-01
1.770000,-3.286163e-01
1.780000,-5.037535e-01
1.790000,-6.653917e-01
1.800000,-7.671884e-01
1.810000,-8.312426e-01
1.820000,-8.227950e-01
1.830000,-7.615590e-01
1.840000,-7.694616e-01
1.850000,-7.776436e-01
1.860000,-6.083187e-01
1.870000,-4.520615e-01
1.880000,-5.243464e-01
1.890000,-5.720080e-01
1.900000,-5.441715e-01
1.910000,-4.572386e-01
1.920000,-3.485187e-01
1.930000,-3.396582e-01
1.940000,-3.435241e-01
1.950000,-3.931259e-01
1.960000,-4.935599e-01
1.970000,-5.920026e-01
1.980000,-6.489573e-01
1.990000,-5.966437e-01
2.000000,-3.991759e-01
2.010000,-7.663792e-02
2.020000,2.476357e-01
2.030000,4.807826e-01
2.040000,6.834378e-01
2.050000,8.586569e-01
2.060000,9.763088e-01
2.070000,1.005603e+00
2.080000,9.973577e-01
2.090000,1.038885e+00
2.100000,1.096323e+00
2.110000,1.123059e+00
2.120000,1.118661e+00
2.130000,1.124210e+00
2.140000,1.082439e+00
2.150000,1.069098e+00
2.160000,1.103168e+00
2.170000,1.166804e+00
2.180000,1.272469e+00
2.190000,1.309329e+00
2.200000,1.296501e+00
2.210000,1.241734e+00
2.220000,1.158499e+00
2.230000,1.063974e+00
2.240000,9.793990e-01
2.250000,9.420426e-01
2.260000,9.528799e-01
2.270000,9.590224e-01
2.280000,9.967184e-01
2.290000,1.035621e+00
2.300000,9.978276e-01
2.310000,9.078656e-01
2.320000,8.949898e-01
2.330000,8.496370e-01
2.340000,8.484939e-01
2.350000,8.749021e-01
2.360000,9.073724e-01
2.370000,8.870445e-01
2.380000,8.577650e-01
2.390000,8.567640e-01
2.400000,8.787746e-01
2.410000,9.905523e-01
2.420000,1.166390e+00
2.430000,1.221505e+00
2.440000,1.180386e+00
2.450000,1.123986e+00
2.460000,1.066755e+00
2.470000,1.086214e+00
2.480000,1.146784e+00
2.490000,1.170132e+00
2.500000,1.142242e+00
2.510000,1.178182e+00
2.520000,1.195556e+00
2.530000,1.173604e+00
2.540000,1.131900e+00
2.550000,1.126522e+00
2.560000,1.162274e+00
2.570000,1.206336e+00
2.580000,1.273551e+00
2.590000,1.318569e+00
2.600000,1.281019e+00
2.610000,1.277788e+00
2.620000,1.360523e+00
2.630000,1.415247e+00
2.640000,1.445025e+00
2.650000,1.381243e+00
2.660000,1.099468e+00
2.670000,9.615576e-01
2.680000,7.727461e-01
2.690000,6.820464e-01
2.700000,6.082286e-01
2.710000,6.168283e-01
2.720000,7.448645e-01
2.730000,8.413631e-01
2.740000,1.061256e+00
2.750000,1.286687e+00
2.760000,1.372138e+00
2.770000,1.384080e+00
2.780000,1.253002e+00
2.790000,1.105319e+00
2.800000,1.159604e+00
2.810000,1.123805e+00
2.820000,8.797528e-01
2.830000,7.222498e-01
2.840000,8.636602e-01
2.850000,1.151758e+00
2.860000,1.180086e+00
2.870000,1.154097e+00
2.880000,1.171157e+00
2.890000,1.247919e+00
2.900000,1.263389e+00
2.910000,1.215812e+00
2.920000,1.140229e+00
2.930000,1.092535e+00
2.940000,1.060196e+00
2.950000,1.041669e+00
2.960000,1.068371e+00
2.970000,1.146785e+00
2.980000,1.171618e+00
2.990000,1.136513e+00
3.000000,1.140593e+00
3.010000,1.149652e+00
3.020000,1.123494e+00
3.030000,1.125191e+00
3.040000,1.063860e+00
3.050000,9.950259e-01
