,peak width,peak height,z-normalized peak width,z-normalized peak height
0,20.0,0.012000000000000012,0.49623198724774653,0.8384297057759331
1,20.0,0.012000000000000012,0.49623198724774653,0.8384297057759331
2,20.0,0.012000000000000012,0.49623198724774653,0.8384297057759331
3,20.0,0.012000000000000012,0.49623198724774653,0.8384297057759331
4,20.0,0.012000000000000012,0.49623198724774653,0.8384297057759331
5,20.0,0.012000000000000012,0.49623198724774653,0.8384297057759331
6,20.0,0.012000000000000012,0.49623198724774653,0.8384297057759331
7,20.0,0.012000000000000012,0.49623198724774653,0.8384297057759331
8,15.0,0.010000000000000004,-0.3304517540457047,0.5777328116937502
9,15.0,0.010000000000000004,-0.3304517540457047,0.5777328116937502
10,15.0,0.010000000000000004,-0.3304517540457047,0.5777328116937502
11,15.0,0.010000000000000004,-0.3304517540457047,0.5777328116937502
12,15.0,0.010000000000000004,-0.3304517540457047,0.5777328116937502
13,15.0,0.010000000000000004,-0.3304517540457047,0.5777328116937502
14,15.0,0.010000000000000004,-0.3304517540457047,0.5777328116937502
15,12.0,0.013999999999999999,-0.8264619988217754,1.099126599858113
16,12.0,0.013999999999999999,-0.8264619988217754,1.099126599858113
17,12.0,0.013999999999999999,-0.8264619988217754,1.099126599858113
18,12.0,0.013999999999999999,-0.8264619988217754,1.099126599858113
19,12.0,0.013999999999999999,-0.8264619988217754,1.099126599858113
20,11.0,0.013999999999999992,-0.9917987470804657,1.0991265998581121
21,11.0,0.013999999999999992,-0.9917987470804657,1.0991265998581121
22,14.0,0.006999999999999992,-0.4957885023043949,0.1866874705704763
23,14.0,0.006999999999999992,-0.4957885023043949,0.1866874705704763
24,14.0,0.006999999999999992,-0.4957885023043949,0.1866874705704763
25,14.0,0.006999999999999992,-0.4957885023043949,0.1866874705704763
26,14.0,0.006999999999999992,-0.4957885023043949,0.1866874705704763
27,14.0,0.006999999999999992,-0.4957885023043949,0.1866874705704763
28,14.0,0.006999999999999992,-0.4957885023043949,0.1866874705704763
29,14.0,0.006999999999999992,-0.4957885023043949,0.1866874705704763
30,14.0,0.006999999999999992,-0.4957885023043949,0.1866874705704763
31,14.0,0.006999999999999992,-0.4957885023043949,0.1866874705704763
32,14.0,0.006999999999999992,-0.4957885023043949,0.1866874705704763
33,14.0,0.006999999999999992,-0.4957885023043949,0.1866874705704763
34,14.0,0.006999999999999992,-0.4957885023043949,0.1866874705704763
35,14.0,0.006999999999999992,-0.4957885023043949,0.1866874705704763
