name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'unknown';0.000000;5.101909e+00;-3.570891e+01;-2.332424e-01;-2.564894e+01;-1.914418e+00;-6.266113e+00;-2.484299e+01;1.122015e+01;-1.144027e+01;-6.038236e+00;-3.147167e+01;3.236967e+00;1.088343e+02;1.197394e+00;-6.023815e-01;-3.432517e+00;2.427740e-01;-2.643158e+00;-1.108902e+00;-7.647072e-01;-1.121599e+00;-8.050381e-01;-3.371805e+00;-1.102850e+00;-2.299068e+00;2.016207e+00;-1.668443e-01;1.996895e-01;4.397891e-02;2.726044e-02;4.330884e-01;4.684549e-01;-4.603075e-02;-3.257523e-02;8.651327e-01;5.373688e-02;9.759062e-01;-4.612536e-01;3.002984e-01
'unknown';0.010000;6.817728e+00;-3.913597e+01;-7.577573e+00;-2.902637e+01;-9.145343e+00;-1.078215e+01;-2.901348e+01;1.011604e+01;-1.387189e+01;-1.504246e+01;-4.088413e+01;-4.500613e+00;1.147050e+02;1.353733e+00;-3.964470e-01;-3.367970e+00;2.477861e-01;-1.962745e+00;-5.700698e-02;-8.781019e-01;-9.283543e-01;1.044124e+00;-3.607980e+00;1.045135e+00;-3.427266e+00;2.835297e+00;-4.139782e-01;4.589471e-01;4.030595e-01;-2.034353e-02;1.000974e+00;8.911155e-01;1.550894e-02;3.813100e-03;1.257526e+00;4.860149e-01;1.576054e+00;-3.599755e-01;7.704046e-02
'unknown';0.020000;1.023097e+01;-3.700729e+01;-1.372366e+01;-2.274636e+01;-1.151475e+01;-9.552604e+00;-2.658128e+01;6.164210e+00;-1.424966e+01;-1.839515e+01;-3.227968e+01;-4.389584e+00;1.159800e+02;2.850026e-01;2.930988e-01;-3.244896e+00;3.765701e-01;-8.179226e-01;7.074246e-01;-9.381636e-01;-1.381098e+00;2.596044e+00;-2.985033e+00;2.702689e+00;-4.041237e+00;3.108154e+00;-4.137745e-01;4.176555e-01;5.831689e-01;-1.546543e-02;9.604298e-01;9.600558e-01;-2.554301e-01;1.424018e-01;1.010714e+00;6.407913e-01;1.463162e+00;-3.622804e-01;-3.331146e-01
'unknown';0.030000;9.306045e+00;-3.704196e+01;-1.032788e+01;-2.586131e+01;-6.927980e+00;-4.907902e+00;-2.836436e+01;9.106352e+00;-4.814962e+00;-1.789968e+01;-2.584198e+01;-1.008609e+01;1.194380e+02;-4.163015e-01;1.244614e+00;-1.511030e+00;7.415829e-02;1.449095e+00;2.438512e+00;-6.004343e-01;-9.727844e-01;3.782048e+00;-1.135116e+00;4.874649e+00;-3.227861e+00;1.855436e+00;1.018058e-01;1.274453e-01;2.942099e-01;2.918603e-01;4.556836e-01;3.380380e-01;-3.105038e-01;-4.823293e-02;2.219325e-01;4.357261e-01;5.053762e-01;2.835069e-01;-9.567957e-01
'unknown';0.040000;5.282764e+00;-3.529042e+01;-1.508257e+01;-2.534863e+01;-7.112713e+00;-5.666115e+00;-2.985837e+01;4.819509e+00;-2.988516e+00;-1.953479e+01;-2.547930e+01;-1.417648e+01;1.220086e+02;1.353817e-02;6.653656e-01;-1.445143e+00;2.522608e-01;4.530705e-01;2.443617e+00;-2.180691e+00;-3.873753e-01;2.879570e+00;-1.404280e+00;4.298202e+00;-4.210173e+00;8.405647e-01;8.188452e-01;-2.426579e-01;2.019706e-02;5.337399e-01;-1.129975e-01;-4.816899e-01;1.515147e-02;-3.539978e-01;-1.173218e-01;2.403378e-02;-5.175709e-01;8.603786e-01;-1.193958e+00
'unknown';0.050000;7.210322e+00;-3.377134e+01;-1.445327e+01;-2.735445e+01;-4.100883e+00;-5.328365e-01;-3.037711e+01;5.924472e+00;-5.922173e-01;-2.014822e+01;-1.991108e+01;-1.574647e+01;1.209679e+02;1.998494e+00;5.464592e-02;-2.796798e+00;1.769243e+00;-3.198236e-01;7.650868e-01;-1.809357e+00;-1.666380e+00;2.012024e+00;-2.219726e+00;2.774260e+00;-1.925264e+00;-8.148865e-01;8.876823e-01;-4.175505e-01;-2.515591e-01;5.493704e-01;-6.162103e-01;-1.218114e+00;4.694184e-01;-8.714892e-01;-2.918535e-01;-1.633464e-01;-1.423014e+00;1.024685e+00;-8.509758e-01
'unknown';0.060000;1.134652e+01;-3.531577e+01;-1.888668e+01;-2.073848e+01;-1.066294e+01;4.779502e-01;-3.647836e+01;5.818273e+00;-1.963179e+00;-2.429228e+01;-1.375412e+01;-2.261026e+01;1.194179e+02;3.171831e+00;-3.252068e-01;-2.501028e+00;2.197728e+00;-4.984506e-01;-8.643124e-01;-2.579451e-01;-2.804289e+00;2.894448e+00;-2.322559e+00;1.165029e+00;-3.906429e-01;-1.526476e+00;4.068201e-01;-2.177296e-01;1.737340e-01;4.089050e-02;-2.069082e-01;-1.060780e+00;1.045685e+00;-7.166806e-01;-4.116688e-01;4.203455e-01;-1.254639e+00;8.195751e-01;-3.829893e-01
'unknown';0.070000;1.626664e+01;-3.675605e+01;-2.240981e+01;-1.932017e+01;-6.751983e+00;-4.154501e+00;-3.410114e+01;2.750691e-01;4.732488e+00;-2.661956e+01;-1.783327e+01;-1.549552e+01;1.166589e+02;2.442964e+00;-3.478527e-01;-2.240883e+00;1.848277e+00;-1.156196e+00;-1.998093e+00;7.852848e-01;-4.121774e+00;2.315342e+00;-1.492709e+00;-6.738343e-01;-1.420116e-02;-1.215923e+00;-3.167551e-01;-4.860561e-02;8.719405e-01;-7.031309e-01;7.951082e-02;-2.794189e-01;7.676225e-01;1.130861e-01;-7.824780e-01;8.731695e-01;-4.712431e-01;-1.021594e-01;1.591350e-01
'unknown';0.080000;1.661376e+01;-3.542410e+01;-2.360944e+01;-1.837713e+01;-8.279416e+00;-8.176845e+00;-2.928608e+01;-6.377234e+00;8.821369e+00;-2.791191e+01;-2.069306e+01;-1.625517e+01;1.165307e+02;1.825404e+00;-2.220333e-01;-8.544296e-01;4.171961e-01;-1.632845e-01;-1.478692e+00;1.750411e+00;-2.743082e+00;6.695668e-01;3.339392e-01;-2.509474e-01;-1.067828e+00;-8.738640e-01;-5.660254e-01;1.279763e-01;8.686407e-01;-7.113862e-01;2.925880e-01;4.556211e-01;2.069847e-01;9.187692e-01;-1.018381e+00;9.398133e-01;3.009881e-01;-2.222140e-01;3.508691e-01
'unknown';0.090000;1.679152e+01;-3.545644e+01;-2.329631e+01;-1.929374e+01;-1.107362e+01;-6.195902e+00;-3.004683e+01;-8.586643e+00;5.592221e+00;-2.580195e+01;-1.981078e+01;-1.899502e+01;1.163319e+02;1.087932e+00;-2.399689e-01;7.396063e-01;-8.561460e-01;-8.985253e-02;-3.248176e-01;1.024577e+00;-1.131553e+00;-7.879258e-01;8.178730e-01;1.126032e+00;-2.097468e+00;-3.455177e-01;-4.171762e-01;1.119818e-01;6.445382e-01;-4.224920e-01;2.527594e-01;6.625544e-01;-3.532505e-01;1.279714e+00;-9.095203e-01;7.111431e-01;3.124949e-01;1.451039e-01;2.632244e-01
